Timestamp,Vehicle_Type,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator
2023-07-15 00:55:00,Truck,C-103,Express,Large,340,60,"12.84197701525119, 77.67547528176169",55,0
2023-07-16 06:35:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",81,1
2023-07-17 11:05:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",57,1
2023-07-18 15:40:00,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",84,1
2023-07-19 21:20:00,Bus ,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",66,0
2023-07-20 02:10:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",91,1
2023-07-21 06:30:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",49,1
2023-07-22 11:05:00,Truck,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",77,0
2023-07-23 16:45:00,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",59,1
2023-07-24 21:20:00,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",88,1
2023-07-25 02:50:00,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",68,1
2023-07-26 07:30:00,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,1
2023-07-27 12:05:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",72,1
2023-07-28 16:40:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",90,1
2023-07-29 22:20:00,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",53,1
2023-07-30 03:00:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",80,1
2023-07-31 07:30:00,Sedan,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",67,0
2023-08-01 12:05:00,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",96,1
2023-08-02 15:40:00,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",45,1
2023-08-03 21:20:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",79,1
2023-08-04 02:55:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",62,1
2023-08-05 06:30:00,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",86,1
2023-08-06 11:10:00,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,1
2023-08-07 15:50:00,Sedan,A-101,Regular,Medium,120,100,"12.84197701525119, 77.67547528176169",75,0
2023-08-08 20:25:00,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",70,1
2023-08-09 01:00:00,Bus ,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",93,0
2023-08-10 06:40:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",58,1
2023-08-11 11:15:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",84,1
2023-08-12 15:50:00,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",69,1
2023-08-13 21:30:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",97,1
2023-08-14 03:10:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",47,1
2023-08-15 07:40:00,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",82,1
2023-08-16 12:20:00,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",61,1
2023-08-17 16:55:00,Car,A-101,Regular,Small,100,80,"12.84197701525119, 77.67547528176169",89,0
2023-08-18 22:35:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",54,1
2023-08-19 04:15:00,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,1
2023-08-20 08:50:00,Van,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",65,0
2023-08-21 13:30:00,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",92,1
2023-08-22 18:05:00,SUV,B-102,Express,Large,150,100,"12.84197701525119, 77.67547528176169",51,0
2023-08-23 23:40:00,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",76,1
2023-08-24 05:20:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",60,1
2023-08-25 09:50:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",85,1
2023-08-26 14:30:00,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",67,1
2023-08-27 18:05:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",94,1
2023-08-28 23:45:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",46,1
2023-08-29 03:15:00,SUV,B-102,Regular,Large,150,90,"12.84197701525119, 77.67547528176169",81,0
2023-08-30 07:55:00,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",63,1
2023-08-31 12:30:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",87,1
2023-09-01 16:05:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",52,1
2023-09-02 21:45:00,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",74,1
2023-09-03 03:25:00,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",58,1
2023-09-04 08:55:00,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",83,1
2023-09-05 13:35:00,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",71,1
2023-09-06 18:10:00,Bus ,C-103,Regular,Large,340,130,"12.84197701525119, 77.67547528176169",98,0
2023-09-07 23:50:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",48,1
2023-09-08 05:30:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",85,1
2023-09-09 10:05:00,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",66,1
2023-09-10 14:45:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",93,1
2023-09-11 19:20:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",54,1
2023-09-12 00:55:00,SUV,B-102,Regular,Large,150,100,"12.84197701525119, 77.67547528176169",80,0
2023-09-13 06:35:00,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",62,1
2023-09-14 11:05:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",89,1
2023-09-15 15:30:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",45,1
2023-09-16 21:20:00,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",77,1
2023-09-17 02:00:00,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",70,1
2023-09-18 06:30:00,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",92,1
2023-09-19 11:05:00,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",49,1
2023-09-20 16:45:00,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,1
2023-09-21 21:20:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",67,1
2023-09-22 02:50:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",95,1
2023-09-23 07:30:00,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",56,1
2023-01-01 08:00:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",83,1
2023-01-02 12:30:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",68,1
2023-01-03 16:45:00,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",96,1
2023-01-04 20:15:00,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",47,1
2023-01-05 01:30:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",82,1
2023-01-06 05:45:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",59,1
2023-01-07 10:15:00,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",87,1
2023-01-08 14:30:00,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,1
2023-01-09 18:00:00,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",76,1
2023-01-10 22:15:00,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",65,1
2023-01-11 02:30:00,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",90,1
2023-01-12 06:45:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",53,1
2023-01-13 11:15:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",79,1
2023-01-14 15:30:00,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",73,1
2023-01-15 19:00:00,Van,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",97,0
2023-01-16 23:15:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",44,1
2023-01-17 03:30:00,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",81,1
2023-01-18 07:45:00,Bus ,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",64,0
2023-01-19 12:15:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",93,1
2023-01-20 16:30:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",57,1
2023-01-21 20:00:00,Truck,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",86,0
2023-01-22 00:15:00,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",71,1
2023-01-23 04:45:00,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",99,1
2023-01-24 08:45:00,SUV,B-102,Express,Large,150,100,"12.84197701525119, 77.67547528176169",46,0
2023-01-25 13:15:00,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",82,1
2023-01-26 17:30:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",67,1
2023-01-27 21:00:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",94,1
2023-01-28 01:15:00,Truck,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",52,0
2023-01-29 05:30:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",88,1
2023-01-30 09:45:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",63,1
2023-01-31 14:15:00,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",91,1
2023-02-01 18:30:00,Bus ,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",55,0
2023-02-02 22:00:00,Car,A-101,Regular,Small,100,80,"12.84197701525119, 77.67547528176169",81,0
2023-02-03 02:15:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",58,1
2023-02-04 06:30:00,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",83,1
2023-02-05 10:45:00,Van,B-102,Express,Medium,130,90,"12.84197701525119, 77.67547528176169",66,0
2023-02-06 15:15:00,Sedan,A-101,Regular,Medium,120,100,"12.84197701525119, 77.67547528176169",91,0
2023-02-07 19:30:00,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",49,1
2023-02-08 23:00:00,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",77,1
2023-02-09 03:15:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",59,1
2023-02-10 07:30:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",88,1
2023-02-11 11:45:00,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",68,1
2023-02-12 16:15:00,Van,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",93,0
2023-02-13 20:20:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",72,1
2023-02-14 00:00:00,SUV,B-102,Regular,Large,150,120,"12.84197701525119, 77.67547528176169",90,0
2023-02-15 04:15:00,Bus ,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",53,0
2023-02-16 08:30:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",80,1
2023-02-17 12:45:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",67,1
2023-02-18 17:15:00,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",96,1
2023-02-19 21:30:00,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",45,1
2023-02-20 01:00:00,Sedan,A-101,Regular,Medium,120,100,"12.84197701525119, 77.67547528176169",79,0
2023-02-21 05:15:00,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",62,1
2023-02-22 09:30:00,Bus ,C-103,Regular,Large,340,60,"12.84197701525119, 77.67547528176169",86,0
2023-02-23 13:45:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",50,1
2023-02-24 18:15:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",75,1
2023-02-25 22:30:00,Truck,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",70,0
2023-02-26 02:00:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",93,1
2023-02-27 06:15:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",58,1
2023-02-28 10:30:00,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",84,1
2023-03-01 14:45:00,Bus ,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",69,0
2023-03-02 19:15:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",97,1
2023-03-03 23:30:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",47,1
2023-03-04 03:00:00,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",82,1
2023-03-05 07:15:00,Van,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",61,0
2023-03-06 11:30:00,Sedan,A-101,Regular,Medium,120,90,"12.84197701525119, 77.67547528176169",89,0
2023-03-07 15:45:00,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",54,1
2023-03-08 20:15:00,Bus ,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",78,0
2023-03-09 00:30:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",65,1
2023-03-10 04:00:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",92,1
2023-03-11 08:15:00,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",51,1
2023-03-12 12:30:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",76,1
2023-03-13 16:45:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",60,1
2023-03-14 21:25:00,SUV,B-102,Regular,Large,150,100,"12.84197701525119, 77.67547528176169",85,0
2023-03-15 01:30:00,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",67,1
2023-03-16 05:00:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",94,1
2023-03-17 09:15:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",46,1
2023-03-18 13:30:00,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",81,1
2023-03-19 17:45:00,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",63,1
2023-03-20 22:15:00,Sedan,A-101,Regular,Medium,120,100,"12.84197701525119, 77.67547528176169",87,0
2023-03-21 02:30:00,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",52,1
2023-03-22 06:00:00,Bus ,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",74,0
2023-03-23 10:15:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",58,1
2023-03-24 14:30:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",83,1
2023-03-25 18:45:00,Truck,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",71,0
2023-03-26 23:15:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",98,1
2023-03-27 03:30:00,Sedan,A-101,Express,Medium,120,90,"12.84197701525119, 77.67547528176169",48,0
2023-03-28 07:00:00,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",85,1
2023-03-29 11:15:00,Bus ,C-103,Express,Large,340,60,"12.84197701525119, 77.67547528176169",66,0
2023-03-30 15:30:00,Car,A-101,Regular,Small,100,80,"12.84197701525119, 77.67547528176169",93,0
2023-03-31 19:45:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",54,1
2023-04-01 00:15:00,Truck,C-103,Regular,Large,340,90,"12.84197701525119, 77.67547528176169",80,0
2023-04-02 04:30:00,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",62,1
2023-04-03 08:45:00,Sedan,A-101,Regular,Medium,120,90,"12.84197701525119, 77.67547528176169",89,0
2023-04-04 13:15:00,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",45,1
2023-04-05 17:30:00,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",77,1
2023-04-06 21:45:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",70,1
2023-04-07 02:15:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",92,1
2023-04-08 06:30:00,Truck,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",49,0
2023-04-09 10:00:00,Van,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",78,0
2023-04-10 14:15:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",67,1
2023-04-11 18:30:00,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",95,1
2023-04-12 22:45:00,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",56,1
2023-04-13 03:15:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",83,1
2023-04-14 07:30:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",68,1
2023-04-15 11:45:00,Truck,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",96,0
2023-04-16 16:15:00,Van,B-102,Express,Medium,130,90,"12.84197701525119, 77.67547528176169",47,0
2023-04-17 20:30:00,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",82,1
2023-04-18 00:45:00,SUV,B-102,Express,Large,150,60,"12.84197701525119, 77.67547528176169",59,0
2023-04-19 05:15:00,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",87,1
2023-04-20 09:30:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",50,1
2023-04-21 13:45:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",76,1
2023-04-22 18:00:00,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",65,1
2023-04-23 22:30:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",90,1
2023-04-24 02:45:00,Sedan,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",53,0
2023-04-25 07:00:00,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",79,1
2023-04-26 11:15:00,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",73,1
2023-04-27 15:30:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",97,1
2023-04-28 19:45:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",44,1
2023-04-29 00:15:00,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",81,1
2023-04-30 04:30:00,Van,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",64,0
2023-05-01 08:45:00,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",93,1
2023-05-02 13:15:00,SUV,B-102,Express,Large,150,90,"12.84197701525119, 77.67547528176169",57,0
2023-05-03 17:30:00,Bus ,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",86,0
2023-05-04 21:45:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",71,1
2023-05-05 02:15:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",99,1
2023-05-06 06:30:00,Truck,C-103,Express,Large,340,60,"12.84197701525119, 77.67547528176169",46,0
2023-05-07 10:00:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",82,1
2023-05-08 14:15:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",67,1
2023-05-09 18:30:00,SUV,B-102,Regular,Large,150,120,"12.84197701525119, 77.67547528176169",94,0
2023-05-10 22:45:00,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",52,1
2023-05-11 03:15:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",88,1
2023-05-12 07:30:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",63,1
2023-05-13 11:45:00,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",91,1
2023-05-14 16:15:00,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",55,1
2023-05-15 20:30:00,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",81,1
2023-05-16 00:45:00,SUV,B-102,Express,Large,150,60,"12.84197701525119, 77.67547528176169",57,0
2023-05-17 05:17:00,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",84,1
2023-05-18 09:30:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",66,1
2023-05-19 13:45:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",91,1
2023-05-20 18:00:00,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",49,1
2023-05-21 22:30:00,Van,B-102,Regular,Medium,130,60,"12.84197701525119, 77.67547528176169",77,0
2023-05-22 02:45:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",59,1
2023-05-23 07:00:00,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",88,1
2023-05-24 11:15:00,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",68,1
2023-05-25 15:30:00,Car,A-101,Regular,Small,100,90,"12.84197701525119, 77.67547528176169",93,0
2023-05-26 19:45:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",72,1
2023-05-27 00:15:00,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",90,1
2023-05-28 04:30:00,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",53,1
2023-05-29 08:45:00,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",80,1
2023-05-30 13:15:00,SUV,B-102,Express,Large,150,130,"12.84197701525119, 77.67547528176169",67,0
2023-05-31 17:30:00,Bus ,C-103,Regular,Large,340,70,"12.84197701525119, 77.67547528176169",96,0
2023-06-01 21:45:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",45,1
2023-06-02 02:15:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",79,1
2023-06-03 06:30:00,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",62,1
2023-06-04 10:00:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",86,1
2023-06-05 14:15:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",50,1
2023-06-06 18:30:00,SUV,B-102,Regular,Large,150,0,"12.84197701525119, 77.67547528176169",75,0
2023-06-07 22:45:00,Bus ,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",70,0
2023-06-08 03:15:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",93,1
2023-06-09 07:30:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",58,1
2023-06-10 11:45:00,Truck,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",84,0
2023-06-11 16:15:00,Van,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",69,0
2023-06-12 20:30:00,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",97,1
2023-06-13 00:45:00,SUV,B-102,Express,Large,150,60,"12.84197701525119, 77.67547528176169",47,0
2023-06-14 05:15:00,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",82,1
2023-06-15 09:30:00,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",61,1
2023-06-16 13:45:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",89,1
2023-06-17 18:00:00,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",54,1
2023-06-18 22:30:00,Van,B-102,Regular,Medium,130,90,"12.84197701525119, 77.67547528176169",78,0
2023-06-19 02:45:00,Sedan,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",65,0
2023-06-20 07:00:00,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",92,1
2023-06-21 11:15:00,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",51,1
2023-06-22 15:30:00,Car,A-101,Regular,Small,100,90,"12.84197701525119, 77.67547528176169",76,0
2023-06-23 19:45:00,Motorcycle,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",60,1
2023-06-24 00:15:00,Truck,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",65,1
2023-06-25 04:30:00,Van,B-102,Express,Medium,120,90,"12.936687032945434, 77.53113977439017",70,0
2023-06-26 08:45:00,Sedan,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",75,1
2023-06-27 13:15:00,SUV,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",78,1
2023-01-01 12:00:00,Bus ,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",63,1
2023-01-02 13:30:00,Car,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",67,1
2023-01-03 15:45:00,Motorcycle,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",72,1
2023-01-04 18:15:00,Truck,C-103,Express,Large,300,70,"12.936687032945434, 77.53113977439017",58,0
2023-01-05 20:30:00,Van,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",80,1
2023-01-06 22:45:00,Sedan,A-101,Express,Medium,110,70,"12.936687032945434, 77.53113977439017",73,0
2023-01-07 01:15:00,SUV,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",68,1
